Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_difference,power_proxy,wear_torque_ratio,temp_stress_index,rpm_torque_interaction,wear_category
0,300.7,310.2,1286,64.9,160,0,0,0,0,0,0,9.5,83461.40000000001,2.4279210925644916,616.5500000000001,83461.40000000001,2
1,300.7,310.1,1483,40.2,162,0,0,0,0,0,0,9.400000000000034,59616.600000000006,3.932038834951456,377.8800000000014,59616.600000000006,2
0,300.7,310.1,1351,46.9,165,0,0,0,0,0,0,9.400000000000034,63361.9,3.4446764091858038,440.8600000000016,63361.9,2
1,300.7,310.1,1367,52.6,167,0,0,0,0,0,0,9.400000000000034,71904.2,3.1156716417910446,494.4400000000018,71904.2,2
0,300.7,310.1,1721,32.3,170,0,0,0,0,0,0,9.400000000000034,55588.299999999996,5.105105105105106,303.6200000000011,55588.299999999996,2
0,300.6,310.0,1455,40.4,172,0,0,0,0,0,0,9.399999999999977,58782.0,4.154589371980676,379.7599999999991,58782.0,2
0,300.6,310.0,1425,49.5,174,0,0,0,0,0,0,9.399999999999977,70537.5,3.4455445544554455,465.2999999999989,70537.5,2
0,300.7,310.0,1672,29.7,176,0,0,0,0,0,0,9.300000000000011,49658.4,5.732899022801303,276.2100000000003,49658.4,2
1,300.7,310.0,1641,34.6,178,0,0,0,0,0,0,9.300000000000011,56778.600000000006,5.0,321.7800000000004,56778.600000000006,2
1,300.5,310.0,1580,37.0,181,0,0,0,0,0,0,9.5,58460.0,4.7631578947368425,351.5,58460.0,2
2,300.5,310.0,1495,47.4,184,0,0,0,0,0,0,9.5,70863.0,3.8016528925619837,450.3,70863.0,2
1,300.5,309.9,1994,19.8,189,0,0,0,0,0,0,9.399999999999977,39481.200000000004,9.086538461538462,186.11999999999955,39481.200000000004,2
1,300.4,309.9,1415,31.8,192,0,0,0,0,0,0,9.5,44997.0,5.853658536585367,302.1,44997.0,2
1,300.4,309.8,1725,30.4,195,0,0,0,0,0,0,9.400000000000034,52440.0,6.210191082802548,285.760000000001,52440.0,2
1,300.4,309.8,1430,43.4,198,0,0,0,0,0,0,9.400000000000034,62062.0,4.45945945945946,407.96000000000146,62062.0,2
0,300.4,309.8,1395,48.1,201,0,0,0,0,0,0,9.400000000000034,67099.5,4.093686354378819,452.14000000000163,67099.5,2
1,300.4,309.8,1435,43.6,203,0,0,0,0,0,0,9.400000000000034,62566.0,4.551569506726457,409.8400000000015,62566.0,2
0,300.4,309.9,1681,28.6,206,0,0,0,0,0,0,9.5,48076.600000000006,6.959459459459459,271.7,48076.600000000006,2
0,300.5,310.0,1451,48.6,208,0,0,0,0,0,0,9.5,70518.6,4.193548387096774,461.7,70518.6,2
2,300.5,309.9,1397,45.9,210,1,1,0,0,0,0,9.399999999999977,64122.299999999996,4.477611940298508,431.45999999999896,64122.299999999996,2
1,300.4,309.8,1421,47.2,0,0,0,0,0,0,0,9.400000000000034,67071.2,0.0,443.68000000000166,67071.2,-1
1,300.3,309.8,1444,42.0,3,0,0,0,0,0,0,9.5,60648.0,0.06976744186046512,399.0,60648.0,0
0,300.2,309.8,1827,23.0,6,0,0,0,0,0,0,9.600000000000023,42021.0,0.25,220.80000000000052,42021.0,0
2,300.2,309.8,1374,47.7,8,0,0,0,0,0,0,9.600000000000023,65539.8,0.16427104722792607,457.9200000000011,65539.8,0
0,300.2,309.8,1650,29.6,13,0,0,0,0,0,0,9.600000000000023,48840.0,0.42483660130718953,284.1600000000007,48840.0,0
0,300.2,309.7,1275,60.7,15,0,0,0,0,0,0,9.5,77392.5,0.2431118314424635,576.65,77392.5,0
0,300.2,309.7,1421,44.6,17,0,0,0,0,0,0,9.5,63376.6,0.37280701754385964,423.7,63376.6,0
0,300.2,309.8,1557,33.8,19,0,0,0,0,0,0,9.600000000000023,52626.6,0.5459770114942529,324.48000000000076,52626.6,0
0,300.1,309.8,1506,35.2,21,0,0,0,0,0,0,9.699999999999989,53011.200000000004,0.580110497237569,341.4399999999996,53011.200000000004,0
0,300.1,309.7,1362,49.1,23,0,0,0,0,0,0,9.599999999999966,66874.2,0.4590818363273453,471.35999999999837,66874.2,0
0,300.0,309.7,1542,47.1,25,0,0,0,0,0,0,9.699999999999989,72628.2,0.5197505197505198,456.8699999999995,72628.2,0
0,300.0,309.6,1496,38.8,27,0,0,0,0,0,0,9.600000000000023,58044.799999999996,0.678391959798995,372.48000000000087,58044.799999999996,0
1,300.0,309.6,1491,42.0,29,0,0,0,0,0,0,9.600000000000023,62622.0,0.6744186046511628,403.20000000000095,62622.0,0
0,300.1,309.6,1565,34.8,32,0,0,0,0,0,0,9.5,54461.99999999999,0.893854748603352,330.59999999999997,54461.99999999999,0
0,300.1,309.7,1481,37.9,34,0,0,0,0,0,0,9.599999999999966,56129.9,0.8740359897172236,363.83999999999867,56129.9,0
1,300.1,309.7,1420,48.4,36,0,0,0,0,0,0,9.599999999999966,68728.0,0.728744939271255,464.63999999999834,68728.0,0
0,300.2,309.8,1398,54.8,39,0,0,0,0,0,0,9.600000000000023,76610.4,0.6989247311827957,526.0800000000012,76610.4,0
1,300.2,309.8,1466,45.7,41,0,0,0,0,0,0,9.600000000000023,66996.2,0.8779443254817987,438.72000000000105,66996.2,0
0,300.1,309.8,1430,56.7,44,0,0,0,0,0,0,9.699999999999989,81081.0,0.7625649913344887,549.9899999999993,81081.0,0
0,300.1,309.7,1441,40.1,46,0,0,0,0,0,0,9.599999999999966,57784.1,1.119221411192214,384.9599999999987,57784.1,0
1,300.1,309.7,1348,57.3,48,0,0,0,0,0,0,9.599999999999966,77240.4,0.823327615780446,550.079999999998,77240.4,0
0,300.0,309.6,1738,28.7,51,0,0,0,0,0,0,9.600000000000023,49880.6,1.7171717171717171,275.52000000000066,49880.6,1
1,300.0,309.6,1618,36.2,53,0,0,0,0,0,0,9.600000000000023,58571.600000000006,1.4247311827956988,347.52000000000083,58571.600000000006,1
1,299.9,309.6,1489,41.7,56,0,0,0,0,0,0,9.700000000000045,62091.3,1.3114754098360655,404.49000000000194,62091.3,1
1,299.9,309.5,1412,57.9,59,0,0,0,0,0,0,9.600000000000023,81754.8,1.00169779286927,555.8400000000013,81754.8,1
1,299.9,309.5,2065,18.1,62,0,0,0,0,0,0,9.600000000000023,37376.5,3.246073298429319,173.76000000000042,37376.5,1
0,300.0,309.6,1571,33.1,65,0,0,0,0,0,0,9.600000000000023,52000.100000000006,1.9061583577712609,317.7600000000008,52000.100000000006,1
1,300.0,309.6,1423,48.7,67,0,0,0,0,0,0,9.600000000000023,69300.1,1.3480885311871227,467.5200000000011,69300.1,1
2,300.0,309.5,1781,24.9,70,0,0,0,0,0,0,9.5,44346.899999999994,2.7027027027027026,236.54999999999998,44346.899999999994,1
0,300.1,309.6,1321,46.9,75,0,0,0,0,0,0,9.5,61954.9,1.5657620041753655,445.55,61954.9,1
0,300.1,309.6,1546,36.7,77,0,0,0,0,0,0,9.5,56738.200000000004,2.042440318302387,348.65000000000003,56738.200000000004,1
1,300.0,309.5,1879,22.4,79,0,0,0,0,0,0,9.5,42089.6,3.376068376068376,212.79999999999998,42089.6,1
2,300.0,309.5,1735,28.9,82,0,0,0,0,0,0,9.5,50141.5,2.74247491638796,274.55,50141.5,1
0,300.0,309.5,1506,38.8,87,0,0,0,0,0,0,9.5,58432.799999999996,2.1859296482412063,368.59999999999997,58432.799999999996,1
2,300.0,309.6,1629,32.3,89,0,0,0,0,0,0,9.600000000000023,52616.7,2.672672672672673,310.0800000000007,52616.7,1
0,300.0,309.6,1694,28.7,94,0,0,0,0,0,0,9.600000000000023,48617.799999999996,3.1649831649831652,275.52000000000066,48617.799999999996,1
0,300.1,309.6,1541,37.0,96,0,0,0,0,0,0,9.5,57017.0,2.526315789473684,351.5,57017.0,1
0,300.0,309.6,1514,44.6,98,0,0,0,0,0,0,9.600000000000023,67524.40000000001,2.1491228070175437,428.16000000000105,67524.40000000001,1
0,300.1,309.7,1485,45.9,100,0,0,0,0,0,0,9.599999999999966,68161.5,2.1321961620469083,440.6399999999984,68161.5,1
0,300.2,309.8,1430,55.0,102,0,0,0,0,0,0,9.600000000000023,78650.0,1.8214285714285714,528.0000000000013,78650.0,1
0,300.2,309.7,1771,27.1,104,0,0,0,0,0,0,9.5,47994.100000000006,3.7010676156583626,257.45,47994.100000000006,1
0,300.2,309.8,1481,41.9,106,0,0,0,0,0,0,9.600000000000023,62053.9,2.470862470862471,402.2400000000009,62053.9,1
2,300.2,309.7,1483,43.8,108,0,0,0,0,0,0,9.5,64955.399999999994,2.410714285714286,416.09999999999997,64955.399999999994,1
2,300.1,309.6,1463,45.1,113,0,0,0,0,0,0,9.5,65981.3,2.4511930585683297,428.45,65981.3,1
0,300.1,309.7,1410,48.3,118,0,0,0,0,0,0,9.599999999999966,68103.0,2.393509127789047,463.6799999999983,68103.0,1
0,300.2,309.7,1656,34.3,120,0,0,0,0,0,0,9.5,56800.799999999996,3.3994334277620397,325.84999999999997,56800.799999999996,1
1,300.2,309.8,1487,39.2,122,0,0,0,0,0,0,9.600000000000023,58290.4,3.034825870646766,376.3200000000009,58290.4,1
2,300.3,309.9,1509,46.6,125,0,0,0,0,0,0,9.599999999999966,70319.40000000001,2.6260504201680672,447.3599999999984,70319.40000000001,1
2,300.3,309.9,1677,30.1,130,0,0,0,0,0,0,9.599999999999966,50477.700000000004,4.180064308681672,288.959999999999,50477.700000000004,1
0,300.3,309.8,1450,55.0,135,0,0,0,0,0,0,9.5,79750.0,2.4107142857142856,522.5,79750.0,1
1,300.2,309.7,1413,43.0,137,0,0,0,0,0,0,9.5,60759.0,3.1136363636363638,408.5,60759.0,1
0,300.1,309.7,1680,33.8,140,0,0,0,0,0,0,9.599999999999966,56783.99999999999,4.022988505747127,324.4799999999988,56783.99999999999,1
0,300.2,309.7,1678,30.5,142,0,0,0,0,0,0,9.5,51179.0,4.507936507936508,289.75,51179.0,1
1,300.2,309.7,1408,44.0,144,0,0,0,0,0,0,9.5,61952.0,3.2,418.0,61952.0,1
1,300.1,309.6,1376,52.1,147,0,0,0,0,0,0,9.5,71689.6,2.768361581920904,494.95,71689.6,1
0,300.0,309.6,1526,46.4,150,0,0,0,0,0,0,9.600000000000023,70806.4,3.1645569620253164,445.440000000001,70806.4,1
1,300.0,309.6,1587,32.6,152,0,0,0,0,0,0,9.600000000000023,51736.200000000004,4.523809523809524,312.9600000000008,51736.200000000004,2
0,300.1,309.7,1351,58.2,155,0,0,0,0,0,0,9.599999999999966,78628.2,2.618243243243243,558.7199999999981,78628.2,2
1,300.1,309.6,1501,38.0,157,0,0,0,0,0,0,9.5,57038.0,4.0256410256410255,361.0,57038.0,2
0,300.1,309.7,1601,35.8,160,0,0,0,0,0,0,9.599999999999966,57315.799999999996,4.347826086956522,343.67999999999876,57315.799999999996,2
1,300.0,309.6,1573,39.7,162,0,0,0,0,0,0,9.600000000000023,62448.100000000006,3.98034398034398,381.1200000000009,62448.100000000006,2
1,300.1,309.6,1584,36.7,165,0,0,0,0,0,0,9.5,58132.8,4.3766578249336865,348.65000000000003,58132.8,2
0,300.1,309.6,1649,33.6,168,0,0,0,0,0,0,9.5,55406.4,4.855491329479769,319.2,55406.4,2
1,300.2,309.7,1183,61.4,170,0,0,0,0,0,0,9.5,72636.2,2.7243589743589745,583.3,72636.2,2
0,300.1,309.7,2151,17.5,173,0,0,0,0,0,0,9.599999999999966,37642.5,9.35135135135135,167.9999999999994,37642.5,2
0,300.2,309.8,1526,45.6,175,0,0,0,0,0,0,9.600000000000023,69585.6,3.7553648068669525,437.76000000000107,69585.6,2
1,300.3,309.9,1611,29.0,177,0,0,0,0,0,0,9.599999999999966,46719.0,5.9,278.399999999999,46719.0,2
0,300.3,309.9,1601,31.7,180,0,0,0,0,0,0,9.599999999999966,50751.7,5.504587155963303,304.3199999999989,50751.7,2
0,300.3,310.0,1560,40.8,182,0,0,0,0,0,0,9.699999999999989,63647.99999999999,4.354066985645933,395.75999999999954,63647.99999999999,2
0,300.4,310.1,1544,41.9,184,0,0,0,0,0,0,9.700000000000045,64693.6,4.2890442890442895,406.4300000000019,64693.6,2
1,300.4,310.0,1560,42.3,186,0,0,0,0,0,0,9.600000000000023,65988.0,4.295612009237876,406.08000000000095,65988.0,2
0,300.4,310.0,1423,44.2,189,0,0,0,0,0,0,9.600000000000023,62896.600000000006,4.181415929203539,424.320000000001,62896.600000000006,2
0,300.4,310.1,1614,33.5,191,0,0,0,0,0,0,9.700000000000045,54069.0,5.536231884057971,324.9500000000015,54069.0,2
1,300.4,310.1,1457,35.1,193,0,0,0,0,0,0,9.700000000000045,51140.700000000004,5.346260387811634,340.4700000000016,51140.700000000004,2
0,300.4,310.1,1503,42.2,196,0,0,0,0,0,0,9.700000000000045,63426.600000000006,4.537037037037036,409.34000000000196,63426.600000000006,2
2,300.4,310.1,1484,38.0,198,0,0,0,0,0,0,9.700000000000045,56392.0,5.076923076923077,368.6000000000017,56392.0,2
0,300.3,309.9,1540,39.9,203,0,0,0,0,0,0,9.599999999999966,61446.0,4.963325183374083,383.0399999999986,61446.0,2
2,300.3,309.9,1405,52.1,205,0,0,0,0,0,0,9.599999999999966,73200.5,3.8606403013182673,500.15999999999826,73200.5,2
2,300.3,309.9,1394,46.7,210,1,1,0,0,0,0,9.599999999999966,65099.8,4.40251572327044,448.31999999999846,65099.8,2
0,300.3,309.9,1518,36.4,0,0,0,0,0,0,0,9.599999999999966,55255.2,0.0,349.43999999999875,55255.2,-1
0,300.3,309.9,1527,41.4,2,0,0,0,0,0,0,9.599999999999966,63217.799999999996,0.04716981132075472,397.4399999999986,63217.799999999996,0
0,300.3,309.9,1377,55.3,4,0,0,0,0,0,0,9.599999999999966,76148.09999999999,0.07104795737122559,530.8799999999981,76148.09999999999,0
1,300.3,310.0,1537,37.5,6,0,0,0,0,0,0,9.699999999999989,57637.5,0.15584415584415584,363.74999999999955,57637.5,0
1,300.3,310.0,1409,43.2,9,0,0,0,0,0,0,9.699999999999989,60868.8,0.20361990950226244,419.0399999999995,60868.8,0
0,300.3,309.9,1393,56.1,12,0,0,0,0,0,0,9.599999999999966,78147.3,0.21015761821366025,538.5599999999981,78147.3,0
0,300.2,309.7,1448,36.8,14,0,0,0,0,0,0,9.5,53286.399999999994,0.3703703703703704,349.59999999999997,53286.399999999994,0
0,300.2,309.8,1418,49.3,16,0,0,0,0,0,0,9.600000000000023,69907.4,0.31809145129224653,473.2800000000011,69907.4,0
1,300.2,309.8,1743,24.1,18,0,0,0,0,0,0,9.600000000000023,42006.3,0.7171314741035856,231.36000000000055,42006.3,0
1,300.2,309.8,1394,47.4,21,0,0,0,0,0,0,9.600000000000023,66075.59999999999,0.43388429752066116,455.04000000000104,66075.59999999999,0
0,300.3,309.8,1523,39.2,24,0,0,0,0,0,0,9.5,59701.600000000006,0.5970149253731343,372.40000000000003,59701.600000000006,0
0,300.2,309.8,1353,59.4,26,0,0,0,0,0,0,9.600000000000023,80368.2,0.43046357615894043,570.2400000000014,80368.2,0
1,300.3,309.9,1447,46.5,28,0,0,0,0,0,0,9.599999999999966,67285.5,0.5894736842105263,446.3999999999984,67285.5,0
0,300.3,309.9,1570,34.0,31,0,0,0,0,0,0,9.599999999999966,53380.0,0.8857142857142857,326.39999999999884,53380.0,0
1,300.3,309.9,1494,38.5,33,0,0,0,0,0,0,9.599999999999966,57519.0,0.8354430379746836,369.59999999999866,57519.0,0
0,300.3,309.9,1621,34.1,36,0,0,0,0,0,0,9.599999999999966,55276.100000000006,1.0256410256410255,327.3599999999989,55276.100000000006,0
0,300.4,310.0,1769,26.1,38,0,0,0,0,0,0,9.600000000000023,46170.9,1.4022140221402213,250.5600000000006,46170.9,0
0,300.4,310.0,1282,66.1,40,0,0,0,0,0,0,9.600000000000023,84740.2,0.5961251862891208,634.5600000000014,84740.2,0
0,300.4,310.0,1581,30.3,42,0,0,0,0,0,0,9.600000000000023,47904.3,1.3418530351437699,290.8800000000007,47904.3,0
0,300.6,310.1,1656,32.7,44,0,0,0,0,0,0,9.5,54151.200000000004,1.3056379821958455,310.65000000000003,54151.200000000004,0
0,300.6,310.2,1648,31.7,46,0,0,0,0,0,0,9.599999999999966,52241.6,1.4067278287461773,304.3199999999989,52241.6,0
0,300.7,310.2,1639,31.4,48,0,0,0,0,0,0,9.5,51464.6,1.4814814814814816,298.3,51464.6,0
0,300.7,310.2,1348,54.8,50,0,0,0,0,0,0,9.5,73870.4,0.8960573476702509,520.6,73870.4,0
0,300.8,310.3,1537,33.3,52,0,0,0,0,0,0,9.5,51182.1,1.5160349854227406,316.34999999999997,51182.1,1
1,300.8,310.3,1270,61.0,54,0,0,0,0,0,0,9.5,77470.0,0.8709677419354839,579.5,77470.0,1
0,300.7,310.3,1662,34.4,57,0,0,0,0,0,0,9.600000000000023,57172.799999999996,1.6101694915254239,330.24000000000075,57172.799999999996,1
1,300.7,310.3,1471,40.2,59,0,0,0,0,0,0,9.600000000000023,59134.200000000004,1.4320388349514561,385.9200000000009,59134.200000000004,1
0,300.6,310.1,1337,45.8,62,0,0,0,0,0,0,9.5,61234.6,1.324786324786325,435.09999999999997,61234.6,1
2,300.7,310.2,1877,24.8,64,0,0,0,0,0,0,9.5,46549.6,2.4806201550387597,235.6,46549.6,1
0,300.6,310.2,1519,44.6,69,0,0,0,0,0,0,9.599999999999966,67747.40000000001,1.513157894736842,428.1599999999985,67747.40000000001,1
0,300.6,310.2,1378,47.3,71,0,0,0,0,0,0,9.599999999999966,65179.399999999994,1.4699792960662528,454.07999999999834,65179.399999999994,1
0,300.7,310.2,1696,27.5,73,0,0,0,0,0,0,9.5,46640.0,2.56140350877193,261.25,46640.0,1
0,300.7,310.1,1376,50.8,75,0,0,0,0,0,0,9.400000000000034,69900.8,1.4478764478764479,477.5200000000017,69900.8,1
0,300.7,310.2,1807,24.2,77,0,0,0,0,0,0,9.5,43729.4,3.055555555555556,229.9,43729.4,1
0,300.7,310.1,1598,32.8,79,0,0,0,0,0,0,9.400000000000034,52414.399999999994,2.337278106508876,308.3200000000011,52414.399999999994,1
0,300.7,310.1,1565,40.2,81,0,0,0,0,0,0,9.400000000000034,62913.00000000001,1.966019417475728,377.8800000000014,62913.00000000001,1
0,300.7,310.2,1387,50.6,83,0,0,0,0,0,0,9.5,70182.2,1.6085271317829457,480.7,70182.2,1
0,300.7,310.0,1395,48.0,85,0,0,0,0,0,0,9.300000000000011,66960.0,1.7346938775510203,446.40000000000055,66960.0,1
1,300.6,310.0,1302,62.9,87,0,0,0,0,0,0,9.399999999999977,81895.8,1.3615023474178405,591.2599999999985,81895.8,1
1,300.6,310.0,1397,55.2,90,0,0,0,0,0,0,9.399999999999977,77114.40000000001,1.601423487544484,518.8799999999987,77114.40000000001,1
0,300.6,310.0,1313,52.9,93,0,0,0,0,0,0,9.399999999999977,69457.7,1.725417439703154,497.2599999999988,69457.7,1
0,300.6,310.0,1505,35.9,95,0,0,0,0,0,0,9.399999999999977,54029.5,2.5745257452574526,337.4599999999992,54029.5,1
2,300.6,310.0,1483,44.0,97,0,0,0,0,0,0,9.399999999999977,65252.0,2.1555555555555554,413.599999999999,65252.0,1
2,300.5,310.0,1358,60.4,102,0,0,0,0,0,0,9.5,82023.2,1.6612377850162867,573.8,82023.2,1
1,300.5,309.9,1735,27.0,107,0,0,0,0,0,0,9.399999999999977,46845.0,3.8214285714285716,253.7999999999994,46845.0,1
1,300.5,309.8,1416,48.5,110,0,0,0,0,0,0,9.300000000000011,68676.0,2.2222222222222223,451.0500000000005,68676.0,1
0,300.4,309.7,1740,31.1,113,0,0,0,0,0,0,9.300000000000011,54114.0,3.5202492211838003,289.23000000000036,54114.0,1
0,300.4,309.7,1692,27.4,115,0,0,0,0,0,0,9.300000000000011,46360.799999999996,4.049295774647888,254.8200000000003,46360.799999999996,1
0,300.5,309.8,1507,42.5,117,0,0,0,0,0,0,9.300000000000011,64047.5,2.689655172413793,395.25000000000045,64047.5,1
1,300.4,309.6,1521,35.0,119,0,0,0,0,0,0,9.200000000000045,53235.0,3.3055555555555554,322.0000000000016,53235.0,1
0,300.4,309.6,1379,54.5,122,0,0,0,0,0,0,9.200000000000045,75155.5,2.1981981981981984,501.4000000000025,75155.5,1
0,300.4,309.6,1523,38.5,124,0,0,0,0,0,0,9.200000000000045,58635.5,3.1392405063291138,354.20000000000175,58635.5,1
2,300.4,309.6,1571,33.6,126,0,0,0,0,0,0,9.200000000000045,52785.600000000006,3.6416184971098264,309.12000000000154,52785.600000000006,1
2,300.4,309.5,1547,50.7,131,0,0,0,0,0,0,9.100000000000023,78432.90000000001,2.5338491295938104,461.3700000000012,78432.90000000001,1
1,300.5,309.7,1347,54.3,136,0,0,0,0,0,0,9.199999999999989,73142.09999999999,2.459312839059675,499.5599999999994,73142.09999999999,1
0,300.5,309.7,1560,30.2,139,0,0,0,0,0,0,9.199999999999989,47112.0,4.455128205128205,277.83999999999963,47112.0,1
0,300.5,309.7,1384,48.6,141,0,0,0,0,0,0,9.199999999999989,67262.40000000001,2.842741935483871,447.11999999999944,67262.40000000001,1
0,300.5,309.7,1841,24.6,143,0,0,0,0,0,0,9.199999999999989,45288.600000000006,5.5859375,226.31999999999974,45288.600000000006,1
0,300.5,309.8,1663,29.1,145,1,0,0,0,0,0,9.300000000000011,48393.3,4.8172757475083055,270.63000000000034,48393.3,1
0,300.6,309.8,1418,42.7,147,0,0,0,0,0,0,9.199999999999989,60548.600000000006,3.363844393592677,392.8399999999995,60548.600000000006,1
0,300.7,309.9,1775,26.6,149,0,0,0,0,0,0,9.199999999999989,47215.0,5.398550724637681,244.71999999999971,47215.0,1
0,300.7,309.8,1406,48.4,151,0,0,0,0,0,0,9.100000000000023,68050.4,3.0566801619433197,440.4400000000011,68050.4,2
0,300.6,309.9,1480,43.7,153,0,0,0,0,0,0,9.299999999999955,64676.00000000001,3.4228187919463084,406.40999999999804,64676.00000000001,2
0,300.7,309.9,1412,45.3,155,0,0,0,0,0,0,9.199999999999989,63963.6,3.3477321814254863,416.7599999999995,63963.6,2
2,300.6,309.8,1913,22.5,157,0,0,0,0,0,0,9.199999999999989,43042.5,6.680851063829787,206.99999999999974,43042.5,2
0,300.6,309.8,1629,37.6,162,0,0,0,0,0,0,9.199999999999989,61250.4,4.196891191709844,345.91999999999956,61250.4,2
0,300.5,309.8,1939,21.4,164,0,0,0,0,0,0,9.300000000000011,41494.6,7.321428571428572,199.02000000000024,41494.6,2
2,300.6,309.8,1541,36.2,166,0,0,0,0,0,0,9.199999999999989,55784.200000000004,4.462365591397849,333.0399999999996,55784.200000000004,2
0,300.7,309.8,1330,54.4,171,0,0,0,0,0,0,9.100000000000023,72352.0,3.0866425992779782,495.0400000000012,72352.0,2
1,300.7,309.8,1490,38.8,173,0,0,0,0,0,0,9.100000000000023,57811.99999999999,4.346733668341709,353.08000000000084,57811.99999999999,2
0,300.7,309.9,1383,44.5,176,0,0,0,0,0,0,9.199999999999989,61543.5,3.868131868131868,409.3999999999995,61543.5,2
0,300.8,310.0,1468,52.7,178,0,0,0,0,0,0,9.199999999999989,77363.6,3.3147113594040967,484.8399999999994,77363.6,2
1,300.8,309.9,1444,46.0,180,0,0,0,0,0,0,9.099999999999966,66424.0,3.8297872340425534,418.59999999999843,66424.0,2
0,300.7,309.8,1363,53.1,183,0,0,0,0,0,0,9.100000000000023,72375.3,3.3826247689463953,483.21000000000123,72375.3,2
0,300.6,309.7,1617,33.2,185,0,0,0,0,0,0,9.099999999999966,53684.4,5.409356725146198,302.11999999999887,53684.4,2
1,300.6,309.8,1694,31.1,187,0,0,0,0,0,0,9.199999999999989,52683.4,5.825545171339564,286.11999999999966,52683.4,2
0,300.7,309.9,1815,27.0,190,0,0,0,0,0,0,9.199999999999989,49005.0,6.785714285714286,248.3999999999997,49005.0,2
0,300.8,309.9,1312,65.3,192,1,0,0,0,1,0,9.099999999999966,85673.59999999999,2.8959276018099547,594.2299999999977,85673.59999999999,2
2,300.8,309.9,2041,19.2,194,0,0,0,0,0,0,9.099999999999966,39187.2,9.603960396039604,174.71999999999935,39187.2,2
0,300.9,310.0,1671,26.8,199,0,0,0,0,0,0,9.100000000000023,44782.8,7.158273381294964,243.88000000000062,44782.8,2
1,300.9,310.0,1416,46.6,201,0,0,0,0,0,0,9.100000000000023,65985.6,4.222689075630252,424.0600000000011,65985.6,2
1,300.9,310.0,1600,36.0,204,0,0,0,0,0,0,9.100000000000023,57600.0,5.513513513513513,327.6000000000008,57600.0,2
0,300.9,310.0,2595,13.7,207,0,0,0,0,0,0,9.100000000000023,35551.5,14.081632653061225,124.6700000000003,35551.5,2
1,300.9,309.9,1465,42.9,209,0,0,0,0,0,0,9.0,62848.5,4.760820045558087,386.09999999999997,62848.5,2
1,301.0,310.1,1681,27.4,212,0,0,0,0,0,0,9.100000000000023,46059.399999999994,7.464788732394367,249.3400000000006,46059.399999999994,2
0,301.1,310.1,1457,39.6,215,0,0,0,0,0,0,9.0,57697.200000000004,5.295566502463054,356.40000000000003,57697.200000000004,2
2,301.0,310.1,1454,44.1,217,0,0,0,0,0,0,9.100000000000023,64121.4,4.811529933481153,401.310000000001,64121.4,2
0,301.0,310.1,1558,32.6,0,0,0,0,0,0,0,9.100000000000023,50790.8,0.0,296.66000000000076,50790.8,-1
2,301.0,310.1,1756,30.7,2,0,0,0,0,0,0,9.100000000000023,53909.2,0.06309148264984227,279.3700000000007,53909.2,0
0,301.1,310.1,1564,36.8,7,0,0,0,0,0,0,9.0,57555.2,0.1851851851851852,331.2,57555.2,0
0,301.1,310.2,1455,55.3,9,0,0,0,0,0,0,9.099999999999966,80461.5,0.15985790408525755,503.2299999999981,80461.5,0
1,301.2,310.1,2280,15.7,11,0,0,0,0,0,0,8.900000000000034,35796.0,0.6586826347305389,139.73000000000053,35796.0,0
1,301.1,310.0,1433,48.1,14,0,0,0,0,0,0,8.899999999999977,68927.3,0.285132382892057,428.0899999999989,68927.3,0
0,301.1,310.0,1513,38.0,17,0,0,0,0,0,0,8.899999999999977,57494.0,0.4358974358974359,338.19999999999914,57494.0,0
0,301.0,309.9,1507,41.8,19,0,0,0,0,0,0,8.899999999999977,62992.6,0.44392523364485986,372.019999999999,62992.6,0
0,301.0,310.0,1480,43.5,21,0,0,0,0,0,0,9.0,64380.0,0.47191011235955055,391.5,64380.0,0
2,301.1,310.0,1470,40.1,23,0,0,0,0,0,0,8.899999999999977,58947.0,0.559610705596107,356.8899999999991,58947.0,0
0,301.1,310.1,1540,36.6,28,0,0,0,0,0,0,9.0,56364.0,0.7446808510638298,329.40000000000003,56364.0,0
2,301.0,310.0,1212,67.9,30,0,0,0,0,0,0,9.0,82294.8,0.43541364296081275,611.1,82294.8,0
0,301.1,310.1,1417,46.9,35,0,0,0,0,0,0,9.0,66457.3,0.7306889352818372,422.09999999999997,66457.3,0
1,301.2,310.1,1666,34.9,37,0,0,0,0,0,0,8.900000000000034,58143.399999999994,1.0306406685236769,310.61000000000115,58143.399999999994,0
0,301.1,310.1,1666,27.2,40,0,0,0,0,0,0,9.0,45315.2,1.4184397163120568,244.79999999999998,45315.2,0
0,301.1,310.1,1489,45.8,42,0,0,0,0,0,0,9.0,68196.2,0.8974358974358975,412.2,68196.2,0
1,301.1,310.2,1850,27.7,44,0,0,0,0,0,0,9.099999999999966,51245.0,1.5331010452961673,252.06999999999906,51245.0,0
0,301.1,310.4,1874,24.8,47,0,0,0,0,0,0,9.299999999999955,46475.200000000004,1.821705426356589,230.63999999999888,46475.200000000004,0
0,301.1,310.4,1312,73.6,49,1,0,0,1,0,0,9.299999999999955,96563.2,0.6568364611260055,684.4799999999966,96563.2,0
